arbres_espece,arbres_genre,com_adresse,lat,lon,species_count,rarity_norm,size_raw,size_norm,nn_dist_m,isolation_norm,conservation_score,cluster
dioica,Gymnocladus,Cimetiere Du Pere Lachaise / Div 77,48.8615163413308,2.3990659845340123,2,0.4868421052631579,11.0,0.19047619047619044,80.85121735254924,0.04608335812136074,0.2907926232063675,-1
giganteum,Sequoiadendron,,48.879752051499075,2.3806624573767166,5,0.17894736842105266,33.0,0.7142857142857143,121.27877426411217,0.06912614763191974,0.34879070388756267,-1
hippocastanum,Aesculus,1 Rue Emile Deslandres,48.83303012348956,2.3506965031403526,8,0.10197368421052633,17.0,0.33333333333333337,66.35214144730739,0.03781921406454914,0.129737228231801,-1
colurna,Corylus,3 Place de Varsovie,48.86159461179353,2.291036270818486,6,0.14473684210526316,20.0,0.40476190476190477,216.62208119342472,0.12346966776148759,0.22082176314437563,-1
tulipifera,Liriodendron,,48.8946383149938,2.326851263435612,4,0.23026315789473686,18.0,0.3571428571428571,110.5162907017198,0.06299177636922967,0.22334806945499525,-1
x hispanica,Platanus,31 Route de ceinture du Lac Daumesnil,48.832298926112465,2.410629479082838,39,0.0,30.0,0.6428571428571428,14.885120511719165,0.008484180717156987,0.19109535101024833,0
hippocastanum,Aesculus,,48.88007457788323,2.3857046967000635,8,0.10197368421052633,22.0,0.45238095238095233,7.497432683091141,0.004273366396193041,0.1661128185422711,-1
frainetto,Quercus,260 Rue de Vaugirard,48.83964416264175,2.300975580958026,2,0.4868421052631579,15.0,0.2857142857142857,676.205680763482,0.3854218844280585,0.4756774611321416,-1
biloba,Ginkgo,Cimetiere Du Pere Lachaise / Div 78,48.86385698772611,2.3966371547354712,8,0.10197368421052633,16.0,0.30952380952380953,81.93342327119386,0.04670019092293121,0.12338607668177531,-1
sylvatica,Fagus,11 Boulevard d'Algerie,48.881021095367366,2.399244317146642,11,0.06698564593301437,19.0,0.38095238095238093,189.5347705469803,0.10803051572470891,0.16001965483988395,-1
bignonioides,Catalpa,32 Route de l'Etoile,48.87408216637905,2.2591649767628947,1,1.0,24.0,0.5,445.26597654467736,0.2537914966312972,0.8019303285841968,-1
sylvatica,Fagus,60 Boulevard Lannes,48.86420036288687,2.267960367030491,11,0.06698564593301437,17.0,0.33333333333333337,575.7701650505368,0.32817592091311004,0.23341869674818483,-1
x hispanica,Platanus,Avenue Daumesnil / Esplanade Saint-Louis,48.839515960696176,2.4333342648445497,39,0.0,30.0,0.6428571428571428,10.992462433609749,0.006265453997492228,0.1901514232662555,4
sinica,Zelkova,Route de la Ferme / Route de la Pyramide,48.821793247965076,2.4548439563694626,1,1.0,18.0,0.3571428571428571,142.77139817912825,0.08137645526210138,0.667801975162904,-1
biloba,Ginkgo,1 Avenue Gordon Bennett,48.847636383918534,2.252746487560186,8,0.10197368421052633,25.0,0.5238095238095238,34.541516219552136,0.019687879961775522,0.2030590528726962,1
ilex,Quercus,1 Avenue Gordon Bennett,48.84656522855311,2.2524200093560425,4,0.23026315789473686,13.0,0.2380952380952381,20.221657759321328,0.011525885779393471,0.15080536690138718,-1
alba,Morus,1 Bis Rue Saint Martin,48.85786707488421,2.3481193019963156,1,1.0,7.0,0.09523809523809523,744.6147013515431,0.42441347290031006,0.702318613215153,-1
lotus,Diospyros,,48.887281093948566,2.317086624096253,3,0.3157894736842105,13.0,0.2380952380952381,11.740233337326773,0.006691666434077621,0.19726342251171763,-1
sp.,Morus,45 Rue d'Ulm,48.84128069137753,2.344837586166943,3,0.3157894736842105,10.0,0.16666666666666666,1157.0394433009217,0.6594862114898639,0.4445978360094962,-1
sempervirens,Sequoia,3 Place de Varsovie,48.86245184718756,2.289590998794443,2,0.4868421052631579,18.0,0.3571428571428571,36.83733652869553,0.02099644541017458,0.35102584461294506,-1
orientalis,Platanus,6 Place Saint Pierre,48.88460843256252,2.3439162521533463,6,0.14473684210526316,28.0,0.5952380952380952,92.93454274793223,0.05297057923844402,0.2718644238622055,-1
x hispanica,Platanus,31 Route de ceinture du Lac Daumesnil,48.83208536842636,2.41100088271903,39,0.0,35.0,0.7619047619047619,13.64257310384358,0.007775956907363063,0.24144127120955722,0
carica,Ficus,8 Rue Payenne,48.858282014145885,2.3626526679895483,2,0.4868421052631579,10.0,0.16666666666666666,1054.385135360042,0.6009755867838421,0.516734689447499,-1
lotus,Diospyros,,48.85579301773249,2.300264322422256,3,0.3157894736842105,13.0,0.2380952380952381,4.748563603988406,0.002706573435628764,0.19556801775083033,-1
nigra,Pinus,Carrefour de la Grande Cascade / Carrefour de la Croix Catelan,48.86396626466461,2.25135076402639,3,0.3157894736842105,27.0,0.5714285714285714,171.32933094776632,0.09765382851727843,0.3777742922033959,-1
fraxinifolia,Pterocarya,6 Place Saint Pierre,48.88609867629193,2.344680142737716,6,0.14473684210526316,26.0,0.5476190476190477,72.8082087799555,0.041499025855739946,0.246725114365274,-1
colurna,Corylus,50 Rue de Bretagne,48.86483748918709,2.3606255373544416,6,0.14473684210526316,16.0,0.30952380952380953,651.0698929224307,0.37109505607999793,0.28565290818611594,-1
x hispanica,Platanus,79 Bis Rue La Fayette,48.876921252496146,2.3467187956592257,39,0.0,27.0,0.5714285714285714,1338.1177265950173,0.7626967214894379,0.4815767005630496,-1
baccata,Taxus,Allee de Longchamp / Route de Sevres à Neuilly,48.87093693583291,2.2480344507355077,4,0.23026315789473686,15.0,0.2857142857142857,122.29446642396557,0.06970506910120924,0.19581581571661177,-1
babylonica,Salix,Route de Suresnes / Route des Moulins,48.86481041559825,2.233706017269413,2,0.4868421052631579,10.0,0.16666666666666666,603.4463004121388,0.3439506896679524,0.4073868688554932,-1
sp.,Tamarix,2 Quai de l'Archeveche,48.85235484734731,2.3518099200412093,3,0.3157894736842105,3.0,0.0,114.22482327774976,0.06510555573337592,0.12082038484362323,-1
sp.,Alnus,2 Rue Jean Formige,48.842820740868255,2.297287282933029,3,0.3157894736842105,20.0,0.40476190476190477,47.82892363470529,0.02726140049080959,0.27692065643860697,-1
x hispanica,Platanus,Allee de Longchamp / Route de Sevres à Neuilly,48.869224345527115,2.2460170341502077,39,0.0,40.0,0.8809523809523809,192.94818556841622,0.1099760847835365,0.3355681795693339,-1
x hispanica,Platanus,,48.86711843883388,2.252942110616445,39,0.0,45.0,1.0,390.42253597834053,0.22253198075776934,0.4341008115955164,-1
colurna,Corylus,10 Avenue Foch,48.872796324445474,2.287540631362734,6,0.14473684210526316,14.0,0.26190476190476186,100.72716505035893,0.05741219701522211,0.13194182215930658,-1
japonica,Cryptomeria,31 Route de ceinture du Lac Daumesnil,48.831216574809346,2.4116774009977107,1,1.0,13.0,0.2380952380952381,39.25840787488854,0.02237640110580097,0.5920539630255901,-1
